이름,링크,상세정보
패턴 구축 (Pattern Building),https://www.divedice.net/kor/board/wiki?viewMode=view&ca=%EB%A9%94%EC%BB%A4%EB%8B%88%EC%A6%98&sel_search=&txt_search=&orderby=&page=1&idx=977,"플레이어들은 ""퍼즐(Puzzle)"" 카테고리의 게임에서와 같이, 점수를 얻고 행동을 발동시키기 위해 정교한 패턴으로 게임 구성물을 설정해야 합니다. 
아줄은 이 메커니즘을 사용해 디자인된 현대 게임입니다. ""타일 놓기(Tile Placement)""의 메커니즘은 일반적으로 타일을 연결하여 '특징 완성'을 하기에, 패턴 구축 메커니즘을 포함하는 것으로 볼 수도 있습니다. "
패턴 이동 (Pattern Movement),https://www.divedice.net/kor/board/wiki?viewMode=view&ca=%EB%A9%94%EC%BB%A4%EB%8B%88%EC%A6%98&sel_search=&txt_search=&orderby=&page=1&idx=983,"기물들이 특별한 패턴에 따라 게임판 격자에서 이동합니다. 
체스나 장기같은 클래식 게임들이 이 메커니즘을 사용합니다. 현대 보드게임 중에서는 Duke가 대표적입니다."
패턴 인식 (Pattern Recognition),https://www.divedice.net/kor/board/wiki?viewMode=view&ca=%EB%A9%94%EC%BB%A4%EB%8B%88%EC%A6%98&sel_search=&txt_search=&orderby=&page=1&idx=984,"플레이어들은 이미 알려졌거나 게임 구성물로 새로이 만들어진 패턴을 인지하여 목적을 달성하고 게임에서 승리해야 합니다. 예를 들어 보통 색상이나 기호를 가진 마커가 보드판에 특정 위치에 놓이거나, 다른 마커와 연결되어 추상적이고 의미 있는 패턴을 형성합니다. 플레이어들은 이 패턴의 의미를 결정하기 위해 연역적 추론을 해야합니다. "
편향 (Bias),https://www.divedice.net/kor/board/wiki?viewMode=view&ca=%EB%A9%94%EC%BB%A4%EB%8B%88%EC%A6%98&sel_search=&txt_search=&orderby=&page=1&idx=888,"구성물이 한 방향을 따라 자동으로 이동하는 메커니즘, 또는 특정 방향으로 이동하는 것이 다른 방향보다 더 용이한 메커니즘.
대개 바람(Yacht Race), 해류(Primordial Soup), 중력(Demon's Run), 컨베이어 벨트(RoboRally) 등의 환경적 요소들을 표현하는데 사용됩니다."
포획 (Static Capture),https://www.divedice.net/kor/board/wiki?viewMode=view&ca=%EB%A9%94%EC%BB%A4%EB%8B%88%EC%A6%98&sel_search=&txt_search=&orderby=&page=1&idx=1023,게임 말이 있는 칸에 다른 말이 들어오거나 지나가면서 해당 말을 포획할 수 있는 게임입니다.
프로그램된 이동 (Programmed Movement),https://www.divedice.net/kor/board/wiki?viewMode=view&ca=%EB%A9%94%EC%BB%A4%EB%8B%88%EC%A6%98&sel_search=&txt_search=&orderby=&page=1&idx=993,"플레이어들은 동시에 이동 계획을 프로그램합니다. 그 후 동시에 공개하고 실행합니다. 이 방식은 게임을 혼돈으로 끌고가는 경향이 있습니다. 공간과 순서를 잘 파악하는 사람들이 유리합니다. 
이 메커니즘은 ""행동 대기열(Action Queue)"" 메커니즘에서 특화되어 분화된 메커니즘입니다. 
Robo Rally는 이 메커니즘을 사용한 게임의 좋은 예입니다. "
플레이어 심판 (Player Judge),https://www.divedice.net/kor/board/wiki?viewMode=view&ca=%EB%A9%94%EC%BB%A4%EB%8B%88%EC%A6%98&sel_search=&txt_search=&orderby=&page=1&idx=989,"한 플레이어가 심판관이 되어 행동의 결과를 결정합니다.
보통 파티게임에서 흔히 쓰이는 메커니즘입니다. 예시: Apples to Apples나 Cards Against Humanity."
플레이어 탈락 (Player Elimination),https://www.divedice.net/kor/board/wiki?viewMode=view&ca=%EB%A9%94%EC%BB%A4%EB%8B%88%EC%A6%98&sel_search=&txt_search=&orderby=&page=1&idx=988,"플레이어들이 게임에서 탈락할 수 있습니다. 탈락한 플레이어는 더 이상 게임에 참여할 수 없습니다. 
몇몇 게임에서는 탈락한 플레이어의 소지품도 게임에서 함께 제거됩니다; 다른 게임들에서는 여전히 중립 물품으로 남는 경우도 있습니다(예시: 탈락한 플레이어의 군대와 도시가 제거되는 경우도 있지만, 탈락한 후 중립 군대와 도시로 남는 경우도 있습니다).
대부분의 게임에서 탈락한 플레이어는 이길 수 없지만, 꼭 그런 것만은 아닙니다(예시: 점수로 승자를 결정하는 일부 게임에서는 탈락한 플레이어의 점수도 세는 경우가 있습니다). 
플레이어 탈락이 있는 대부분의 게임에서 플레이어들은 본의아니게 탈락합니다. 하지만 몇몇 게임에서는 자의로 탈락을 선택하는 경우도 있습니다(승리를 취하기 위해 충분한 점수를 얻었다고 생각하는 경우, 예시:  Wooly Wars)
어떤 게임에서는 플레이어 탈락이 가능하지만, 실제로는 매우 드물고 일반적인 플레이에서는 거의 발생하지 않습니다(예시: 에이지 오브 스팀).
어떤 게임에서는 플레이어 탈락이 흔합니다. 극단적인 게임에서는 한 사람 빼고 전부(유일한 생존자 = 궁극적 승자) 탈락합니다(예시: Titan). 많은 플레이어 탈락 게임에서 일부 플레이어들이 탈락하지만, 그 외의 여럿이 살아남은 채로 게임이 끝납니다(예시: Werewolf와 뱅!)
플레이어 탈락 메커니즘에는 상대방을 패배시키는 것이 목적인 2인 게임은 포함되지 않습니다(예시: 체스)"
플리킹 (Flicking),https://www.divedice.net/kor/board/wiki?viewMode=view&ca=%EB%A9%94%EC%BB%A4%EB%8B%88%EC%A6%98&sel_search=&txt_search=&orderby=&page=1&idx=922,플리킹 게임은 플레이어가 물리적으로 행동을 수행하여 그 행위에 따르는 결과를 만들어내는 게임입니다.
합쳐서 펼치기 (Melding and Splaying),https://www.divedice.net/kor/board/wiki?viewMode=view&ca=%EB%A9%94%EC%BB%A4%EB%8B%88%EC%A6%98&sel_search=&txt_search=&orderby=&page=1&idx=959,"서로 연관이 있는 카드를 모아 합치고 이를 펼쳐놓거나 겹쳐 놓는 방식입니다. 이 과정에서 어떤 카드가 다른 카드에 의해 카드의 특정 부분이 가려지거나 공개되는 식으로 특정한 능력이나 효과 가려지거나 공개될 수 있습니다.
트럼프 카드로 하는 게임은 카드를 조합해 탁자 위에 내려놓아 점수를 얻는 방식이 많습니다. <Innovation>은 옆으로 카드를 펼치는 방식의 좋은 예시입니다. 플레이어들은 특정한 기호를 가진 카드를 늘려 놓으며 능력을 강화합니다."
핸드 관리 (Hand Management),https://www.divedice.net/kor/board/wiki?viewMode=view&ca=%EB%A9%94%EC%BB%A4%EB%8B%88%EC%A6%98&sel_search=&txt_search=&orderby=&page=1&idx=928,"핸드 관리 게임은 게임에서 카드를 가지고 특정한 배열 또는 그룹의 카드를 사용하고 플레이어가 그에 대해 혜택을 받는 게임입니다. 이상적인 배열/그룹은 게임판 위치, 손에 든 카드나 상대방이 사용한 카드에 따라 달라질 수 있습니다. 자신의 핸드를 관리한다는 것은 주어진 상황에서 사용 가능한 카드를 통해 높은 가치를 얻는 것을 의미합니다. 게임에서 카드는 보통 다양하게 쓰일 수 있어 ‘최적’의 배열이 무엇인지 애매하게 만듭니다.
핸드 관리는 행동/신체를 이용한 기능과 관련이 없습니다."
행동 / 사건 (Action / Event),https://www.divedice.net/kor/board/wiki?viewMode=view&ca=%EB%A9%94%EC%BB%A4%EB%8B%88%EC%A6%98&sel_search=&txt_search=&orderby=&page=1&idx=871,"각자의 차례에 플레이어들은 행동 포인트와 사건이 같이 표시된 카드를 사용합니다. 카드를 사용한 플레이어는 행동 포인트를 사용할지 사건을 시행할지 결정해야 합니다. 행동 포인트를 사용하기를 선택하면, 보통 사건은 다른 플레이어에게 일어납니다. "
행동 대기열 (Action Queue),https://www.divedice.net/kor/board/wiki?viewMode=view&ca=%EB%A9%94%EC%BB%A4%EB%8B%88%EC%A6%98&sel_search=&txt_search=&orderby=&page=1&idx=784,"플레이어들은 행동 순서대로 열을 만들고 그 순서대로 행동을 수행합니다. 대기열은 모든 작업이 순서대로 시행되는 ""집단"" 대기열이거나, 열 끝에 새로운 작업이 주가될 때 첫 번째 행동이 시행되는 ""회전"" 대기열일 수 있습니다. 플레이어들은 각자가 행동 대기열을 가지고 있을 수도 있고, 플레이어 전체가 한 대기열을 공유할 수도 있습니다. 
Nuclear War는 회전 대기열 게임의 예입니다. Colt Express는 집단 대기열 게임의 예입니다. Impulse는 공유 회전 대기열 게임의 예입니다. 
어떤 게임들은 게임판에 인쇄하여 고정된 행동 대기열을 사용하기도 합니다. Bus나 도미넌트 스피시즈가 그 예입니다. 
오직 이동 행동에만 사용되는 행동 대기열은 ""계획 이동""이라고 부르는데, 별도의 항목을 가지고 있습니다. "
행동 드래프트 (Action Drafting),https://www.divedice.net/kor/board/wiki?viewMode=view&ca=%EB%A9%94%EC%BB%A4%EB%8B%88%EC%A6%98&sel_search=&txt_search=&orderby=&page=1&idx=782,"플레이어들은 공유된 풀 안에 있는 행동 모음 중에서 행동을 선택합니다. 사용 가능한 행동 수는 제한되어 있습니다. 어떤 플레이어가 한 행동을 선택했다면, 그 행동은 다시 선택될 수 없습니다. 
참고: 일꾼 놓기는 이 메커니즘에 포함되나, 일꾼 놓기  메커니즘을 채용한 게임은 이 곳 대신 일꾼 놓기로 분류되어 있습니다. "
행동 타이머 (Action Timer),https://www.divedice.net/kor/board/wiki?viewMode=view&ca=%EB%A9%94%EC%BB%A4%EB%8B%88%EC%A6%98&sel_search=&txt_search=&orderby=&page=1&idx=870,"플레이어들은 각자 소유한 타이머를 행동 칸에 놓고, 행동을 수행합니다. 타이머가 끝났을 때, 다른 위치로 이동하여 행동을 수행할 수 있습니다. 이 메커니즘을 채용한 게임에는 차례가 없습니다. 자신의 타이머가 만료된 후 언제든 타이머를 움직일 수 있습니다. "
행동 토큰 넘기기 (Passed Action Token),https://www.divedice.net/kor/board/wiki?viewMode=view&ca=%EB%A9%94%EC%BB%A4%EB%8B%88%EC%A6%98&sel_search=&txt_search=&orderby=&page=1&idx=976,"플레이어들은 하나 이상의 행동 토큰을 가집니다. 행동 토큰을 가진 플레이어들은 차례를 가질 수 있고, 차례를 한 후 토큰을 시계 방향으로 넘깁니다. 그럼 다른 플레이어가 행동을 할 수 있습니다. 행동은 실시간으로 수행됩니다. 차례에는 일시 정지나 체계가 없습니다.
보통, 지연을 막고 게임을 계속 진행하게 하기 위해, 게임 내에 여러 개의 행동 토큰이 있고, 여러 토큰들이 한 플레이어에게 멈춰있다면 그 플레이어는 벌칙을 받습니다. 
Camelot과 Diner가 대표적인 예입니다.  "
행동 포인트 (Action Points),https://www.divedice.net/kor/board/wiki?viewMode=view&ca=%EB%A9%94%EC%BB%A4%EB%8B%88%EC%A6%98&sel_search=&txt_search=&orderby=&page=1&idx=783,"각 플레이어들은 각자의 차례에 정해진 수의 행동 포인트를 받습니다. 플레이어들은 받은 포인트를 다양한 행동에 사용할 수 있습니다. 
보드게임 긱에 등재된 게임 중 행동 포인트 시스템을 사용하는 가장 오래된 게임은 Special Train(1948)입니다. "
행동 회수 (Action Retrieval),https://www.divedice.net/kor/board/wiki?viewMode=view&ca=%EB%A9%94%EC%BB%A4%EB%8B%88%EC%A6%98&sel_search=&txt_search=&orderby=&page=1&idx=869,"각 플레이어들은 사용 가능한 행동 모음을 가지고 있습니다. 이는 카드나 토큰, 또는 다른 방법으로 표현됩니다. 한번 행동을 시행하고 난 후, 해당 행동은 소모되며 회수하기 전까지는 다시 시행할 수 없습니다. 행동 회수는 보통 그 자체로 행동이거나, 차례 대신 사용할 수 있습니다."
협력 게임 (Cooperative Game),https://www.divedice.net/kor/board/wiki?viewMode=view&ca=%EB%A9%94%EC%BB%A4%EB%8B%88%EC%A6%98&sel_search=&txt_search=&orderby=&page=1&idx=905,협력 게임에서 플레이어들은 하나 또는 여러 개 주어진 공동의 승리 조건을 달성하기 위해 행동을 서로 잘 조율해야 합니다. 모든 플레이어는 함께 승리하거나 함께 패배합니다.
협상 (Negotiation),https://www.divedice.net/kor/board/wiki?viewMode=view&ca=%EB%A9%94%EC%BB%A4%EB%8B%88%EC%A6%98&sel_search=&txt_search=&orderby=&page=1&idx=970,"플레이어들은 단순한 거래를 넘어 행동 조정에 대해 합의합니다. 
합의는 구속력이 있을 수도 있고 없을 수도 있습니다. Diplomacy가 후자의 가장 대표적인 예입니다. "
후속 행동 (Follow),https://www.divedice.net/kor/board/wiki?viewMode=view&ca=%EB%A9%94%EC%BB%A4%EB%8B%88%EC%A6%98&sel_search=&txt_search=&orderby=&page=1&idx=923,"후속 행동 게임에서는 한 플레이어가 행동 하나를 합니다. 그 뒤 다른 플레이어들도 그 행동 또는 그 행동의 변형꼴 행동을 합니다. 이것은 ""행동 드래프트 (Action Drafting)"" 및 ""역할 선택(Role Selection)""과 밀접한 관련이 있으며, 이들 메커니즘과 곧잘 병행해서 등장합니다."
